u	v	x_coord	y_coord	group	intercept	beta_feat1	beta_feat2
5	6	-1.351	-1.281718	19	6.09910689941107	2.77241378616888	-2.85518891355492
6	6	-1.281718	-1.281718	27	6.09910689941107	2.77241378616888	-2.85518891355492
7	6	-1.212436	-1.281718	27	6.09910689941107	2.77241378616888	-2.85518891355492
8	6	-1.143154	-1.281718	28	6.09910689941107	2.77241378616888	-2.85518891355492
9	6	-1.073872	-1.281718	29	6.09910689941107	2.77241378616888	-2.85518891355492
10	6	-1.004589	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
11	6	-0.935307	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
12	6	-0.866025	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
13	6	-0.796743	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
14	6	-0.727461	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
15	6	-0.658179	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
16	6	-0.588897	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
17	6	-0.519615	-1.281718	2	6.02704972145802	3.00716505376489	-2.85518891355492
18	6	-0.450333	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
19	6	-0.381051	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
20	6	-0.311769	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
21	6	-0.242487	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
22	6	-0.173205	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
23	6	-0.103923	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
24	6	-0.034641	-1.281718	6	6.02704972145802	3.00716505376489	-2.85518891355492
